"Submitted","Record Number","Record Type","Address","Project Name","Status",
"03/08/2019","BLDR-190670130","Residential New","8272 SAFARIAN WAY ALEXANDRIA, VA 22309-1828 United States",,"Closed",
"03/08/2019","BLDR-190670127","Residential New","8276 SAFARIAN WAY ALEXANDRIA, VA 22309-1828 United States",,"Closed",
"03/08/2019","BLDR-190670092","Residential New","13065 AMBER DELL CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"03/06/2019","BLDR-190650317","Residential New","3140 HIGHLAND LN FAIRFAX, VA 22031-2808 United States",,"Issued",
"03/06/2019","BLDR-190650232","Residential New","750 CHAIN BRIDGE RD MCLEAN, VA 22101-1837 United States",,"Closed",
"03/06/2019","BLDR-190650042","Residential New","9574 ROBBY CT BURKE, VA 22015-0000 United States",,"Closed",
"03/05/2019","BLDR-190640294","Residential New","938 SENECA RD GREAT FALLS, VA 22066-1314 United States",,"Closed",
"03/05/2019","BLDR-190640257","Residential New","5904 HALLOWING DR LORTON, VA 22079-0000 United States",,"Issued",
"03/05/2019","BLDR-190640213","Residential New","11857 BOSCOBEL CT HERNDON, VA 20170-0000 United States",,"Closed",
"03/05/2019","BLDR-190640145","Residential New","6407 DORSET DR ALEXANDRIA, VA 22310-3015 United States",,"Closed",
"03/05/2019","BLDR-190640100","Residential New","2368 HUNTER MILL RD VIENNA, VA 22181-3006 United States",,"Closed",
"03/05/2019","BLDR-190640045","Residential New","516 HAVEN LN GREAT FALLS, VA 22066-3605 United States",,"Closed",
"03/05/2019","BLDR-190640043","Residential New","107 JAMES DR SE VIENNA, VA 22180-0000 United States",,"Closed",
"03/04/2019","BLDR-190630312","Residential New","10317 BURKE LAKE RD FAIRFAX STATION, VA 22039-1861 United States",,"Closed",
"03/04/2019","BLDR-190630300","Residential New","1513 OAKVIEW DR MCLEAN, VA 22101-4147 United States",,"Closed",
"03/04/2019","BLDR-190630181","Residential New","6309 7TH ST ALEXANDRIA, VA 22312-1916 United States",,"Closed",
"03/04/2019","BLDR-190630122","Residential New","7117 STRATHMORE ST FALLS CHURCH, VA 22042-2563 United States",,"Closed",
"03/01/2019","BLDR-190600204","Residential New","6221 HANOVER AVE SPRINGFIELD, VA 22150-3301 United States",,"Closed",
"03/01/2019","BLDR-190600203","Residential New","7203 NATHANIEL LN MC LEAN, VA 22101-5027 United States",,"Closed",
"03/01/2019","BLDR-190600189","Residential New","7724 LEE AVE ALEXANDRIA, VA 22308-1003 United States",,"Closed",
"03/01/2019","BLDR-190600047","Residential New","7037 COLD POINT RD CLIFTON, VA 20124-0000 United States",,"Closed",
"02/28/2019","BLDR-190590262","Residential New","6403 WILLOWOOD LN ALEXANDRIA, VA 22310-2940 United States",,"Closed",
"02/28/2019","BLDR-190590029","Residential New","2110 STATUTE LN VIENNA, VA 22181-3263 United States",,"Closed",
"02/27/2019","BLDR-190580279","Residential New","6345 DOGWOOD PL FALLS CHURCH, VA 22041-1208 United States",,"Closed",
"02/27/2019","BLDR-190580187","Residential New","7223 BEVERLY PARK DR SPRINGFIELD, VA 22150-3158 United States",,"Closed",
"02/27/2019","BLDR-190580177","Residential New","6602 BYRNES DR MC LEAN, VA 22101-5273 United States",,"Closed",
"02/27/2019","BLDR-190580151","Residential New","13056 AMBER DELL CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"02/27/2019","BLDR-190580007","Residential New","6617 BEVERLY AVE MC LEAN, VA 22101-5224 United States",,"Closed",
"02/26/2019","BLDR-190570287","Residential New","6503 SMOOT DR MC LEAN, VA 22101-4003 United States",,"Closed",
"02/26/2019","BLDR-190570286","Residential New","7810 CHERRY ORCHARD CT SPRINGFIELD, VA 22153-2125 United States",,"Closed",
"02/26/2019","BLDR-190570195","Residential New","4125 OLD COLUMBIA PIKE ANNANDALE, VA 22003-2109 United States",,"Closed",
"02/26/2019","BLDR-190570050","Residential New","1410 KURTZ RD MCLEAN, VA 22101-4019 United States",,"Closed",
"02/26/2019","BLDR-190570041","Residential New","1217 MERCHANT LN MC LEAN, VA 22101-2412 United States",,"Closed",
"02/26/2019","BLDR-190570037","Residential New","6817 HAMILTON RD LORTON, VA 22079-1220 United States",,"Closed",
"02/26/2019","BLDR-190570017","Residential New","9097 POWER HOUSE RD LORTON, VA 22079-0000 United States","LIBERTY TOWNS","Closed",
"02/26/2019","BLDR-190570016","Residential New","9099 POWER HOUSE RD LORTON, VA 22079-0000 United States","LIBERTY TOWNS","Closed",
"02/26/2019","BLDR-190570015","Residential New","9095 POWER HOUSE RD LORTON, VA 22079-0000 United States","LIBERTY TOWNS","Closed",
"02/26/2019","BLDR-190570014","Residential New","9093 POWER HOUSE RD LORTON, VA 22079-0000 United States","LIBERTY TOWNS","Closed",
"02/26/2019","BLDR-190570011","Residential New","9091 POWER HOUSE RD LORTON, VA 22079-0000 United States","LIBERTY TOWNS","Closed",
"02/25/2019","BLDR-190560319","Residential New","3053 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"02/25/2019","BLDR-190560318","Residential New","3059 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"02/25/2019","BLDR-190560312","Residential New","3055 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States","HENSHAW REAR","Closed",
"02/25/2019","BLDR-190560311","Residential New","3057 ALAN SHEPARD ST HERNDON, VA 20171-0000 United States",,"Closed",
"02/25/2019","BLDR-190560101","Residential New",,,"In Review",
"02/22/2019","BLDR-190530119","Residential New","5943 CLAPTON CT ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"02/22/2019","BLDR-190530118","Residential New","5941 CLAPTON CT ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"02/22/2019","BLDR-190530117","Residential New","5939 CLAPTON CT ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"02/22/2019","BLDR-190530104","Residential New","5937 CLAPTON CT ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"02/21/2019","BLDR-190520314","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"02/21/2019","BLDR-190520313","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"02/21/2019","BLDR-190520303","Residential New","1234 FIDO TEST WAY FAIRFAX, VA 22035 United States",,"Voided",
"02/21/2019","BLDR-190520140","Residential New","10720 SANDY RUN TRL FAIRFAX STATION, VA 22039-0000 United States","RYAN OPSITOS","In Review",
"02/21/2019","BLDR-190520057","Residential New","1804 GILSON ST FALLS CHURCH, VA 22043-1128 United States",,"Closed",
"02/19/2019","BLDR-190500337","Residential New","5836 DOYLE RD CLIFTON, VA 20124-1307 United States",,"Closed",
"02/19/2019","BLDR-190500055","Residential New","803 HORTENSE PL GREAT FALLS, VA 22066-0000 United States",,"Closed",
"02/19/2019","BLDR-190500047","Residential New","8712 REDMAN ST SPRINGFIELD, VA 22153-2412 United States",,"Closed",
"02/19/2019","BLDR-190500011","Residential New","2303 TROTT AVE VIENNA, VA 22181-3132 United States",,"Closed",
"02/19/2019","BLDR-190500009","Residential New","1020 LANGLEY HILL DR MC LEAN, VA 22101-1709 United States",,"Closed",
"02/15/2019","BLDR-190460105","Residential New","303 BRANCH RD SE VIENNA, VA 22180-4847 United States",,"Closed",
"02/15/2019","BLDR-190460046","Residential New","1581 FOREST VILLA LN MC LEAN, VA 22101-4132 United States",,"Closed",
"02/13/2019","BLDR-190440284","Residential New","1327 KURTZ RD MC LEAN, VA 22101-4018 United States",,"Closed",
"02/13/2019","BLDR-190440173","Residential New","5010 HARVEST GROVE DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"02/13/2019","BLDR-190440169","Residential New","13069 AMBER DELL CT FAIRFAX, VA 22030-0000 United States",,"Closed",
"02/13/2019","BLDR-190440167","Residential New","6408 BEATLES LN ALEXANDRIA, VA 22310-0000 United States","KIRKTON","Closed",
"02/13/2019","BLDR-190440166","Residential New","6406 BEATLES LN ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"02/13/2019","BLDR-190440165","Residential New","6404 BEATLES LN ALEXANDRIA, VA 22310-0000 United States","KIRKTON","Closed",
"02/13/2019","BLDR-190440164","Residential New","6402 BEATLES LN ALEXANDRIA, VA 22310-0000 United States","KIRKTON","Closed",
"02/13/2019","BLDR-190440107","Residential New","5631 SOUTHAMPTON DR SPRINGFIELD, VA 22151-1613 United States",,"Closed",
"02/13/2019","BLDR-190440063","Residential New","4508 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"02/13/2019","BLDR-190440062","Residential New","4506 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"02/13/2019","BLDR-190440061","Residential New","4504 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"02/13/2019","BLDR-190440060","Residential New","4502 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"02/13/2019","BLDR-190440052","Residential New","4147 LENOX DR FAIRFAX, VA 22032-1112 United States",,"Closed",
"02/12/2019","BLDR-190430243","Residential New","6837 LADY ADELAIDE CT CENTREVILLE, VA 20120-0000 United States",,"Closed",
"02/12/2019","BLDR-190430239","Residential New","9324 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430233","Residential New","9326 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430231","Residential New","9328 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430229","Residential New","9330 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430226","Residential New","9332 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430218","Residential New","9334 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430212","Residential New","9336 SWEETBAY MAGNOLIA CT FAIRFAX, VA 22031-0000 United States",,"Closed",
"02/12/2019","BLDR-190430198","Residential New","2541 AVON LN FALLS CHURCH, VA 22043-3340 United States",,"Closed",
"02/12/2019","BLDR-190430096","Residential New","2875 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430095","Residential New","2877 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430094","Residential New","2879 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430093","Residential New","2881 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430092","Residential New","2883 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430091","Residential New","2885 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430090","Residential New","2887 LOWEN VALLEY RD ALEXANDRIA, VA 22303-0000 United States","GLENDALE","Closed",
"02/12/2019","BLDR-190430038","Residential New","4500 JOSEPH BRISTOW LN ANNANDALE, VA 22003-0000 United States",,"Closed",
"02/11/2019","BLDR-190420232","Residential New","7421 NIGH RD FALLS CHURCH, VA 22043-1334 United States",,"In Review",
"02/11/2019","BLDR-190420135","Residential New","7302 ARTHUR DR FALLS CHURCH, VA 22046-3717 United States","PETERSON","Closed",
"02/11/2019","BLDR-190420037","Residential New","6653 SORREL ST MCLEAN, VA 22101-1523 United States",,"Closed",
"02/08/2019","BLDR-190390181","Residential New","13679 JENNELL CT CHANTILLY, VA 20151-0000 United States",,"Closed",
"02/07/2019","BLDR-190380255","Residential New","6431 WOODVILLE DR FALLS CHURCH, VA 22044-1428 United States",,"Closed",
"02/07/2019","BLDR-190380215","Residential New","7120 GEORGETOWN PIKE MC LEAN, VA 22101-2151 United States",,"Closed",
"02/07/2019","BLDR-190380071","Residential New","6804 RIDGEWAY DR SPRINGFIELD, VA 22150-3024 United States",,"Closed",
"02/07/2019","BLDR-190380012","Residential New","6056 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"02/07/2019","BLDR-190380011","Residential New","6058 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Inspections Completed",
"02/07/2019","BLDR-190380010","Residential New","6062 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"02/07/2019","BLDR-190380009","Residential New","6066 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"02/07/2019","BLDR-190380007","Residential New","6060 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"02/07/2019","BLDR-190380006","Residential New","6064 MOUNT ERIN DR ALEXANDRIA, VA 22315-0000 United States","LOT","Closed",
"02/06/2019","BLDR-190370209","Residential New","2040 PIMMIT DR FALLS CHURCH, VA 22043-1403 United States",,"Closed",
"02/06/2019","BLDR-190370165","Residential New","6603 GORDON AVE FALLS CHURCH, VA 22046-1823 United States",,"Closed",
"02/06/2019","BLDR-190370044","Residential New","6124 RAMSHORN DR MC LEAN, VA 22101-2332 United States",,"Closed",
"02/06/2019","BLDR-190370037","Residential New","6124 RAMSHORN DR MC LEAN, VA 22101-2332 United States",,"Closed",
"02/05/2019","BLDR-190360268","Residential New","3124 CHEPSTOW LN FALLS CHURCH, VA 22042-2640 United States",,"Closed",
"02/05/2019","BLDR-190360253","Residential New","405 MACARTHUR AVE NE VIENNA, VA 22180-0000 United States",,"Closed",
"02/05/2019","BLDR-190360229","Residential New","6819 HOOD LN CENTREVILLE, VA 20120-0000 United States",,"Closed",
"02/05/2019","BLDR-190360222","Residential New","16760 LORD SUDLEY DR CENTREVILLE, VA 20120-0000 United States",,"Closed",
"02/05/2019","BLDR-190360065","Residential New","8309 COLBY ST VIENNA, VA 22180-6937 United States",,"Closed",
"02/05/2019","BLDR-190360052","Residential New","1935 ROCKINGHAM ST MC LEAN, VA 22101-0000 United States",,"Closed",
"02/05/2019","BLDR-190360031","Residential New","911 COTTAGE ST SW VIENNA, VA 22180-6546 United States",,"Closed",
"02/04/2019","BLDR-190350207","Residential New","2103 PIMMIT DR FALLS CHURCH, VA 22043-1326 United States",,"Closed",
"02/04/2019","BLDR-190350111","Residential New","6620 TUCKER AVE MC LEAN, VA 22101-5271 United States",,"Closed",
"01/31/2019","BLDR-190310279","Residential New","7405 LISLE AVE FALLS CHURCH, VA 22043-1015 United States",,"Closed",
"01/31/2019","BLDR-190310237","Residential New","6836 LADY ADELAIDE CT CENTREVILLE, VA 20120-0000 United States",,"Closed",
"01/31/2019","BLDR-190310119","Residential New","6515 RIDGE ST MC LEAN, VA 22101-2236 United States",,"Closed",
"01/31/2019","BLDR-190310116","Residential New","6815 WEMBERLY WAY MC LEAN, VA 22101-1532 United States",,"Closed",
"01/31/2019","BLDR-190310110","Residential New","1131 CHALLEDON RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"01/31/2019","BLDR-190310108","Residential New","1127 CHALLEDON RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"01/31/2019","BLDR-190310105","Residential New","1659 STRINE DR MCLEAN, VA 22101-4743 United States",,"Closed",
"01/31/2019","BLDR-190310091","Residential New","4930 PRINCESS ANNE CT FAIRFAX, VA 22032-2234 United States",,"Closed",
"01/31/2019","BLDR-190310053","Residential New","753 APPLEWOOD LN GREAT FALLS, VA 22066-2829 United States","NSFD","In Review",
"01/31/2019","BLDR-190310031","Residential New","1918 PRELUDE DR VIENNA, VA 22182-3348 United States",,"Closed",
"01/31/2019","BLDR-190310028","Residential New","5610 GOBIND LN FAIRFAX STATION, VA 22039-0000 United States",,"Closed",
"01/30/2019","BLDR-190300233","Residential New","1367 TATE MODERN LN GREAT FALLS, VA 22066-0000 United States",,"Closed",
"01/30/2019","BLDR-190300158","Residential New","2035 HUNTER MILL RD VIENNA, VA 22181-0000 United States",,"Closed",
"01/30/2019","BLDR-190300132","Residential New","6610 TUCKER AVE MC LEAN, VA 22101-5271 United States",,"Closed",
"01/30/2019","BLDR-190300122","Residential New","119 CASMAR ST SE VIENNA, VA 22180-6610 United States",,"Closed",
"01/29/2019","BLDR-190290297","Residential New","925 SAIGON RD MCLEAN, VA 22102-2116 United States",,"Closed",
"01/29/2019","BLDR-190290291","Residential New","6450 HOLYOKE DR ANNANDALE, VA 22003-2106 United States",,"Closed",
"01/29/2019","BLDR-190290181","Residential New","2011 KILGORE RD FALLS CHURCH, VA 22043-1354 United States",,"Closed",
"01/29/2019","BLDR-190290096","Residential New","9005 LINTON LN ALEXANDRIA, VA 22308-2734 United States",,"Closed",
"01/29/2019","BLDR-190290095","Residential New","1531 FOREST LN MC LEAN, VA 22101-3317 United States",,"Closed",
"01/29/2019","BLDR-190290092","Residential New","9007 LINTON LN ALEXANDRIA, VA 22308-0000 United States",,"Closed",
"01/29/2019","BLDR-190290080","Residential New","4415 FOREST HILL DR FAIRFAX, VA 22030-5601 United States",,"Closed",
"01/29/2019","BLDR-190290074","Residential New","6401 OLD CHESTERBROOK RD MCLEAN, VA 22101-4739 United States",,"Closed",
"01/29/2019","BLDR-190290068","Residential New","1702 STRINE DR MCLEAN, VA 22101-4744 United States",,"Closed",
"01/29/2019","BLDR-190290049","Residential New","6365 N NOTTINGHAM ST MCLEAN, VA 22101-4915 United States",,"Closed",
"01/28/2019","BLDR-190280201","Residential New","5810 COLCHESTER RD CLIFTON, VA 20124-0000 United States",,"Closed",
"01/28/2019","BLDR-190280192","Residential New","15806 DELANEY CHASE WAY CENTREVILLE, VA 20120-0000 United States",,"Closed",
"01/28/2019","BLDR-190280185","Residential New","2632 LAURA DR FALLS CHURCH, VA 22046-2729 United States",,"Closed",
"01/28/2019","BLDR-190280127","Residential New","600 TAZEWELL RD NW VIENNA, VA 22180-4176 United States",,"Closed",
"01/28/2019","BLDR-190280100","Residential New","738 ELLSWORTH AVE GREAT FALLS, VA 22066-2927 United States",,"Voided",
"01/25/2019","BLDR-190250171","Residential New","13602 AIR AND SPACE MUSEUM PKWY HERNDON, VA 20171-0000 United States",,"Closed",
"01/24/2019","BLDR-190240217","Residential New","6504 SMOOT DR MC LEAN, VA 22101-4003 United States",,"Closed",
"01/24/2019","BLDR-190240178","Residential New","5616 INVERCHAPEL RD SPRINGFIELD, VA 22151-2026 United States",,"Closed",
"01/24/2019","BLDR-190240120","Residential New","1135 CHALLEDON RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"01/24/2019","BLDR-190240055","Residential New","106 TAPAWINGO RD SW VIENNA, VA 22180-0000 United States",,"Closed",
"01/24/2019","BLDR-190240052","Residential New","1821 DEER DR MC LEAN, VA 22101-5413 United States",,"Closed",
"01/23/2019","BLDR-190230272","Residential New","1814 CHESTERFIELD PL MC LEAN, VA 22101-5201 United States",,"Closed",
"01/23/2019","BLDR-190230210","Residential New","6138 OLIVET DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"01/23/2019","BLDR-190230194","Residential New","503 ARNON MEADOW RD GREAT FALLS, VA 22066-3903 United States",,"Issued",
"01/23/2019","BLDR-190230155","Residential New","10820 WOODFAIR RD FAIRFAX STATION, VA 22039-1610 United States",,"Closed",
"01/23/2019","BLDR-190230096","Residential New","1043 MARMION DR HERNDON, VA 20170-0000 United States",,"Closed",
"01/23/2019","BLDR-190230087","Residential New","1508 LINDEN HURST AVE MC LEAN, VA 22101-5713 United States",,"Closed",
"01/22/2019","BLDR-190220218","Residential New","1504 VICTORIA FARMS LN VIENNA, VA 22182-1529 United States",,"Closed",
"01/22/2019","BLDR-190220032","Residential New","2763 GREENWAY BLVD FALLS CHURCH, VA 22042-2028 United States","ALLEN FULLER","In Review",
"01/18/2019","BLDR-190180020","Residential New","11929 RICHLAND LN HERNDON, VA 20171-1515 United States",,"Closed",
"01/17/2019","BLDR-190170377","Residential New","310 RUNNER RD GREAT FALLS, VA 22066-0000 United States",,"Closed",
"01/17/2019","BLDR-190170139","Residential New","8945 FORT HUNT RD ALEXANDRIA, VA 22308-2636 United States",,"Closed",
"01/17/2019","BLDR-190170129","Residential New","1926 STORM DR FALLS CHURCH, VA 22043-1413 United States",,"Closed",
"01/17/2019","BLDR-190170053","Residential New","1825 PEABODY DR FALLS CHURCH, VA 22043-1035 United States",,"Closed",
"01/17/2019","BLDR-190170051","Residential New","121 LOCUST ST SW VIENNA, VA 22180-5709 United States",,"Closed",
"01/16/2019","BLDR-190160167","Residential New","6530 FOXHOLLOW LN FAIRFAX STATION, VA 22039-0000 United States",,"Closed",
"01/15/2019","BLDR-190150239","Residential New","5221 BURKE DR ALEXANDRIA, VA 22309-0000 United States",,"Closed",
"01/15/2019","BLDR-190150134","Residential New","7316 REDDFIELD CT FALLS CHURCH, VA 22043-2706 United States",,"Closed",
"01/15/2019","BLDR-190150121","Residential New","5930 COLCHESTER RD FAIRFAX, VA 22030-0000 United States",,"Closed",
"01/14/2019","BLDR-190140071","Residential New","4519 DOLPHIN LN ALEXANDRIA, VA 22309-3109 United States",,"Closed",
"01/11/2019","BLDR-190110159","Residential New","2940 PALMER ST OAKTON, VA 22124-2624 United States",,"Closed",
"01/11/2019","BLDR-190110154","Residential New","11215 VALE RD OAKTON, VA 22124-1428 United States",,"Closed",
"01/11/2019","BLDR-190110152","Residential New","13041 IVAKOTA RD CLIFTON, VA 20124-0000 United States",,"Closed",
"01/10/2019","BLDR-190100262","Residential New","2722 SUTTON WOODS CT VIENNA, VA 22181-6048 United States",,"Closed",
"01/10/2019","BLDR-190100220","Residential New","5026 ROSE HILL FARM DR ALEXANDRIA, VA 22310-0000 United States",,"Closed",
"01/09/2019","BLDR-190090143","Residential New","6150 OLIVET DR ALEXANDRIA, VA 22315-0000 United States",,"Closed",
"01/09/2019","BLDR-190090099","Residential New","1015 WESTBRIAR DR NE VIENNA, VA 22180-3667 United States",,"Closed",
"01/08/2019","BLDR-190080192","Residential New","1033 BELLVIEW RD MCLEAN, VA 22102-1101 United States",,"Closed",
"01/08/2019","BLDR-190080049","Residential New","1200 BALLANTRAE LN MC LEAN, VA 22101-3024 United States",,"In Review",
"01/08/2019","BLDR-190080041","Residential New","1200 BALLANTRAE LN MC LEAN, VA 22101-3024 United States",,"In Review",
"01/07/2019","BLDR-190070256","Residential New","321 WALKER RD GREAT FALLS, VA 22066-3504 United States",,"Closed",
"01/07/2019","BLDR-190070226","Residential New","2722 SNOWBERRY CT VIENNA, VA 22181-0000 United States",,"Closed",
"01/07/2019","BLDR-190070051","Residential New","7004 BENJAMIN ST MC LEAN, VA 22101-1549 United States",,"Closed",
"01/07/2019","BLDR-190070041","Residential New","1096 INGLESIDE AVE MCLEAN, VA 22101-0000 United States",,"Issued",
"01/07/2019","BLDR-190070035","Residential New","1027 SAVILE LN MCLEAN, VA 22101-1830 United States",,"Closed",
"01/04/2019","BLDR-190040260","Residential New","1109 BASIL RD MCLEAN, VA 22101-1803 United States",,"Closed",
"01/04/2019","BLDR-190040208","Residential New","6907 LUPINE LN MC LEAN, VA 22101-1580 United States",,"Closed",
"01/03/2019","BLDR-190030280","Residential New","9151 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030279","Residential New","9167 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030259","Residential New","9165 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030258","Residential New","9163 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030257","Residential New","9161 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030256","Residential New","9159 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030255","Residential New","9155 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030254","Residential New","9157 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030241","Residential New","9153 POWER HOUSE RD LORTON, VA 22079-0000 United States",,"Closed",
"01/03/2019","BLDR-190030083","Residential New","4217 ADRIENNE DR ALEXANDRIA, VA 22309-2611 United States",,"In Review",
"01/03/2019","BLDR-190030038","Residential New","2019 NORDLIE PL FALLS CHURCH, VA 22043-2606 United States",,"Closed",
"01/03/2019","BLDR-190030034","Residential New","7903 SHREVE RD FALLS CHURCH, VA 22043-0000 United States",,"Closed",
"01/02/2019","BLDR-190020151","Residential New","3113 FOX DEN LN OAKTON, VA 22124-1310 United States",,"Issued",
"01/02/2019","BLDR-190020146","Residential New","6712 VAN FLEET DR MC LEAN, VA 22101-5140 United States",,"Closed",
"01/02/2019","BLDR-190020022","Residential New","7022 HECTOR RD MCLEAN, VA 22101-2113 United States",,"Closed",
"12/31/2018","BLDR-183650053","Residential New","9127 BOIS AVE VIENNA, VA 22182-2007 United States",,"Closed",
"12/27/2018","BLDR-183610131","Residential New","1911 PROUT PL FALLS CHURCH, VA 22043-1063 United States",,"Closed",
"12/27/2018","BLDR-183610089","Residential New","10710 OX CROFT CT FAIRFAX STATION, VA 22039-0000 United States",,"In Review",
"12/27/2018","BLDR-183610025","Residential New","6531 KERNS RD FALLS CHURCH, VA 22044-1404 United States",,"Closed",
"12/26/2018","BLDR-183600161","Residential New","15813 DELANEY CHASE WAY CENTREVILLE, VA 20120-0000 United States",,"In Review",
"12/26/2018","BLDR-183600125","Residential New","3122 CHICHESTER LN FAIRFAX, VA 22031-2709 United States",,"In Review",
"12/26/2018","BLDR-183600089","Residential New","4505 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/26/2018","BLDR-183600086","Residential New","4507 PLATEAU DR FAIRFAX, VA 22030-0000 United States","BURKE 43BU","Closed",
"12/26/2018","BLDR-183600085","Residential New","4509 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/26/2018","BLDR-183600084","Residential New","4511 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/26/2018","BLDR-183600081","Residential New","4513 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/26/2018","BLDR-183600029","Residential New","4515 PLATEAU DR FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/21/2018","BLDR-183550165","Residential New","8405 BEREA DR VIENNA, VA 22180-7104 United States",,"Closed",
"12/21/2018","BLDR-183550092","Residential New","2616 MEMORIAL ST ALEXANDRIA, VA 22306-1738 United States",,"Closed",
"12/21/2018","BLDR-183550056","Residential New","4004 WINTERSET DR ANNANDALE, VA 22003-2243 United States",,"Closed",
"12/21/2018","BLDR-183550040","Residential New","4481 LATELEAF TRL FAIRFAX, VA 22030-0000 United States",,"Closed",
"12/21/2018","BLDR-183550034","Residential New","4489 LATELEAF TRL FAIRFAX, VA 22030-0000 United States",,"Inspections Completed",
"12/20/2018","BLDR-183540142","Residential New","9223 CENTRAL GREEN ST LORTON, VA 22079-0000 United States",,"Closed",
"12/20/2018","BLDR-183540141","Residential New","9225 CENTRAL GREEN ST LORTON, VA 22079-0000 United States",,"Closed",
"12/20/2018","BLDR-183540140","Residential New","9227 CENTRAL GREEN ST LORTON, VA 22079-0000 United States",,"Closed",
"12/20/2018","BLDR-183540133","Residential New","9229 CENTRAL GREEN ST LORTON, VA 22079-0000 United States",,"Closed",
"12/20/2018","BLDR-183540127","Residential New","9231 CENTRAL GREEN ST LORTON, VA 22079-0000 United States",,"Closed",
"12/20/2018","BLDR-183540030","Residential New","2127 GREENWICH ST FALLS CHURCH, VA 22043-1611 United States",,"Closed",
